system,project,method_id,class,name,cosine_similarity,bert_precision,bert_recall,bert_f1,words,reference_words
CLAUDE,jhotdraw,2389,PertFigure,hasCycle,0.2339127362597711,0.8366766571998596,0.8255335092544556,0.8310677409172058,38,54
CLAUDE,jhotdraw,3150,DecoratorFigure,getDecoratedFigure,0.2862408493966016,0.8811771869659424,0.8342218399047852,0.8570568561553955,21,54
CLAUDE,jhotdraw,3524,AbstractFigure,displayBox,0.18795691154232344,0.8297424912452698,0.8304183483123779,0.8300803303718567,37,56
CLAUDE,jhotdraw,5840,Bounds,intersectsPoint,0.21073252052258734,0.8294918537139893,0.8162360191345215,0.8228105902671814,42,53
CLAUDE,jhotdraw,5863,CollectionsFactory,createList,0.1932842410480268,0.8552216291427612,0.8352838754653931,0.8451352119445801,36,52
CLAUDE,jhotdraw,5939,StorableOutput,writeInt,0.1527270720552464,0.8401511311531067,0.8286978006362915,0.834385097026825,28,56
CLAUDE,jhotdraw,5952,StorableOutput,space,0.1282792375296,0.8580583930015564,0.8346826434135437,0.8462091088294983,20,57
CLAUDE,jhotdraw,6028,FloatingTextField,createOverlay,0.20270086385165656,0.8429104685783386,0.8486820459365845,0.845786452293396,34,41
CLAUDE,jhotdraw,6088,StorableInput,readStorable,0.16355161116380768,0.8232422471046448,0.8135695457458496,0.8183773159980774,41,55
CLAUDE,jhotdraw,6090,StorableInput,readInt,0.18315774701473855,0.8378680348396301,0.8230271339416504,0.8303813338279724,35,54
CLAUDE,jhotdraw,6232,Command,name,0.26798779015041896,0.8747836351394653,0.8325743675231934,0.8531572818756104,24,53
CLAUDE,jtopas,452,TokenizerProperty,getType,0.27314862209405744,0.8652690052986145,0.8369757533073425,0.8508872389793396,31,55
CLAUDE,jtopas,453,TokenizerProperty,setFlags,0.16377238651610349,0.8502956032752991,0.8482127785682678,0.8492528796195984,23,41
CLAUDE,jtopas,454,TokenizerProperty,setFlags,0.1458193196562645,0.8376504778862,0.8551821708679199,0.8463255167007446,40,20
CLAUDE,jtopas,456,TokenizerProperty,getFlagMask,0.31986880424194225,0.8826980590820312,0.8616625666618347,0.8720534443855286,33,54
CLAUDE,jtopas,460,TokenizerProperty,getImages,0.24675537113380042,0.8499733805656433,0.8110648393630981,0.8300634026527405,28,57
CLAUDE,jtopas,462,TokenizerProperty,getCompanion,0.20645484576644246,0.8569691777229309,0.8211900591850281,0.8386982083320618,29,63
CLAUDE,jtopas,733,AbstractTokenizer,getTokenizerProperties,0.23316163840300647,0.8675742745399475,0.8194416165351868,0.8428213000297546,22,61
CLAUDE,jtopas,772,AbstractTokenizer,getBaseTokenizer,0.2370777201271661,0.8816137909889221,0.8342936038970947,0.8573012948036194,26,55
CLAUDE,jtopas,773,AbstractTokenizer,getBaseDataProvider,0.2063730598704979,0.8582950234413147,0.8222926259040833,0.8399081826210022,36,54
CLAUDE,jtopas,774,AbstractTokenizer,readMoreDataFromBase,0.17408947450376905,0.8281831741333008,0.8054448366165161,0.8166557550430298,44,61
CLAUDE,jtopas,789,AbstractTokenizer,isFlagSet,0.2967783781513305,0.8337664008140564,0.825673520565033,0.829700231552124,37,61
CLAUDE,jtopas,790,AbstractTokenizer,isFlagSet,0.1430059773026625,0.8307996392250061,0.8516879081726074,0.8411141037940979,47,25
CLAUDE,jtopas,831,AbstractTokenizerProperties,doGetProperty,0.29311922287881853,0.8591479659080505,0.8357188105583191,0.8472714424133301,28,56
CLAUDE,jtopas,851,AbstractTokenizerProperties,getString,0.2659457156285327,0.8478415608406067,0.8346118330955505,0.8411746621131897,41,56
CLAUDE,jtopas,867,AbstractTokenizerProperties,getBlockComment,0.29770545581070246,0.8587790131568909,0.844879686832428,0.851772665977478,38,57
CLAUDE,jtopas,875,AbstractTokenizerProperties,getSpecialSequence,0.32601163167643327,0.8700874447822571,0.8391507267951965,0.854339063167572,33,58
CLAUDE,jtopas,883,AbstractTokenizerProperties,getKeyword,0.350532818389315,0.8623191714286804,0.8363072872161865,0.8491140604019165,31,57
CLAUDE,jtopas,891,AbstractTokenizerProperties,getPattern,0.32799674580128146,0.8596571683883667,0.8307083249092102,0.8449348211288452,33,58
CLAUDE,jtopas,893,AbstractTokenizerProperties,removeProperty,0.17308140898398797,0.8393661379814148,0.8205711245536804,0.8298622369766235,20,59
CLAUDE,jtopas,902,AbstractTokenizerProperties,checkArgument,0.1978134021388877,0.8324905037879944,0.829775333404541,0.8311307430267334,41,57
CLAUDE,jtopas,1044,SequenceStore,startsWithSequenceCommentOrString,0.19505088034622345,0.8449845910072327,0.8164493441581726,0.830471932888031,40,61
CLAUDE,jtopas,1058,SequenceStore,searchString,0.2544003151045428,0.8543515801429749,0.8332566022872925,0.8436722159385681,32,55
CLAUDE,jtopas,1062,SequenceStore,compare,0.14700525561814146,0.8469203114509583,0.8240978121757507,0.8353531956672668,36,53
CLAUDE,jtopas,1064,SequenceStore,compare,0.06504659299354629,0.8451034426689148,0.8515834212303162,0.8483310341835022,35,24
CLAUDE,jtopas,1160,DataProvider,getCharAt,0.18271244084385022,0.847582995891571,0.8091194033622742,0.8279047012329102,27,58
CLAUDE,nanoXML,56,IXMLElement,getName,0.2943309240132641,0.8601148128509521,0.8117619752883911,0.8352391719818115,18,57
CLAUDE,nanoXML,93,IXMLElement,getContent,0.2730771928821182,0.8619025945663452,0.8289742469787598,0.8451178073883057,26,57
CLAUDE,nanoXML,94,IXMLElement,setContent,0.14941323466368558,0.8543042540550232,0.8268288373947144,0.8403420448303223,26,58
CLAUDE,nanoXML,160,StdXMLReader,startNewStream,0.15229559514949562,0.8384998440742493,0.8497119545936584,0.8440686464309692,29,44
CLAUDE,nanoXML,213,XMLAttribute,getFullName,0.31913889038476956,0.8666526675224304,0.8568072319030762,0.8617017865180969,33,39
CLAUDE,nanoXML,214,XMLAttribute,getName,0.2927356172350285,0.875329852104187,0.8245511651039124,0.8491820693016052,16,52
CLAUDE,nanoXML,215,XMLAttribute,getNamespace,0.3015037796404414,0.8778077363967896,0.8338524103164673,0.8552656769752502,22,53
CLAUDE,nanoXML,216,XMLAttribute,getValue,0.22960284524257082,0.8801206350326538,0.8222343921661377,0.8501933813095093,21,56
CLAUDE,nanoXML,218,XMLAttribute,getType,0.3275947449447189,0.8732892274856567,0.8201059103012085,0.8458624482154846,25,57
CLAUDE,nanoXML,224,IXMLValidator,setParameterEntityResolver,0.29182839669307725,0.8595364093780518,0.8269293308258057,0.8429176211357117,24,47
CLAUDE,nanoXML,225,IXMLValidator,getParameterEntityResolver,0.2507037613332434,0.8644475340843201,0.8319907784461975,0.847908616065979,24,52
CLAUDE,nanoXML,226,IXMLValidator,parseDTD,0.17236609847952447,0.8597613573074341,0.8317249417304993,0.8455107808113098,31,55
CLAUDE,nanoXML,227,IXMLValidator,elementStarted,0.25085211198716967,0.8633509278297424,0.8240979313850403,0.8432678580284119,31,56
CLAUDE,nanoXML,228,IXMLValidator,elementEnded,0.2070529097993487,0.8486514091491699,0.8204551935195923,0.8343151807785034,25,56
CLAUDE,nanoXML,229,IXMLValidator,attributeAdded,0.2627575223162073,0.845274031162262,0.821730375289917,0.8333359956741333,49,56
CLAUDE,nanoXML,230,IXMLValidator,elementAttributesProcessed,0.22238436983440085,0.84876948595047,0.821477472782135,0.8349004983901978,38,58
CLAUDE,nanoXML,231,IXMLValidator,PCDataAdded,0.13327750721759443,0.8514814376831055,0.8276969790458679,0.839420735836029,31,55
CLAUDE,nanoXML,263,XMLElement,findAttribute,0.2950723129945077,0.8482166528701782,0.879919171333313,0.8637771010398865,46,38
CLAUDE,nanoXML,264,XMLElement,findAttribute,0.1243744087418481,0.8464415073394775,0.8668152093887329,0.8565072417259216,31,24
CLAUDE,nanoXML,288,XMLElement,equalsXMLElement,0.19184355189560018,0.8221226930618286,0.8113243579864502,0.816687822341919,26,51
CLAUDE,nanoXML,402,XMLException,finalize,0.14827899523297447,0.8316831588745117,0.84019935131073,0.8359195590019226,26,46
CLAUDE,nanoXML,414,IXMLReader,read,0.24356304672961424,0.8650380969047546,0.834318995475769,0.8494009375572205,33,55
CLAUDE,nanoXML,417,IXMLReader,unread,0.10777956522330616,0.8424474596977234,0.8350423574447632,0.8387285470962524,43,55
CLAUDE,nanoXML,418,IXMLReader,getLineNr,0.17133536952541742,0.8675963282585144,0.8047502636909485,0.8349924087524414,26,67
CLAUDE,nanoXML,425,IXMLReader,getSystemID,0.22673087103452938,0.9000280499458313,0.8418717384338379,0.8699791431427002,24,54
CLAUDE,siena,54,Json,wrap,0.24135412390731825,0.8644960522651672,0.8466344475746155,0.8554720282554626,39,51
CLAUDE,siena,59,Json,get,0.24399541228343113,0.8613929748535156,0.8578401207923889,0.8596128821372986,36,47
CLAUDE,siena,60,Json,put,0.29452729213954504,0.8485239148139954,0.8390710353851318,0.8437709808349609,37,49
CLAUDE,siena,65,Json,keys,0.29571989679467614,0.8543068170547485,0.818231463432312,0.8358801007270813,28,53
CLAUDE,siena,66,Json,containsKey,0.2645004120676611,0.8497162461280823,0.8210989832878113,0.8351625800132751,31,54
CLAUDE,siena,76,Json,size,0.2532053844167294,0.8242268562316895,0.8278375267982483,0.8260282278060913,33,50
CLAUDE,siena,87,Json,asString,0.19046658440753236,0.8646380305290222,0.8435677886009216,0.8539729714393616,22,48
CLAUDE,siena,90,Json,asBoolean,0.2103834661932477,0.8602145314216614,0.8365610241889954,0.8482229113578796,28,48
CLAUDE,siena,128,PersistenceManager,createQuery,0.16772822551400107,0.8727210760116577,0.8697945475578308,0.8712553977966309,27,24
CLAUDE,siena,129,PersistenceManager,createQuery,0.24725556223729714,0.8748413324356079,0.8660706281661987,0.8704339265823364,36,28
CLAUDE,siena,133,PersistenceManager,get,0.21860386252614547,0.8689333200454712,0.864400327205658,0.8666609525680542,37,43
CLAUDE,siena,134,PersistenceManager,insert,0.15279623336234727,0.8632428050041199,0.8316150903701782,0.8471338748931885,23,43
CLAUDE,siena,275,Query,filter,0.23476705901850012,0.8695984482765198,0.8280948996543884,0.8483393788337708,31,49
CLAUDE,siena,276,Query,order,0.17512000030017724,0.8641926646232605,0.8326442241668701,0.848125159740448,28,50
CLAUDE,siena,287,Query,fetch,0.1811728787147987,0.8594158887863159,0.8232350945472717,0.8409364223480225,37,47
CLAUDE,siena,288,Query,fetch,0.07822065480751297,0.8632517457008362,0.8471029996871948,0.8551011085510254,21,24
CLAUDE,siena,289,Query,fetch,0.1410316518625701,0.8725135326385498,0.8502164483070374,0.8612207174301147,23,24
CLAUDE,siena,334,PersistenceManagerFactory,get,0.18647408631272416,0.8412420153617859,0.8655194640159607,0.853208065032959,43,24
CLAUDE,siena,555,Model,getPersistenceManager,0.27338634764482567,0.8657016754150391,0.8484110236167908,0.8569691181182861,28,52
CLAUDE,siena,2365,Serializer,serialize,0.1691546170722409,0.8539537191390991,0.8340009450912476,0.8438593745231628,45,55
CLAUDE,siena,2366,Serializer,deserialize,0.1598909371840256,0.8754841089248657,0.823692798614502,0.8487991690635681,24,54
CLAUDE,siena,2382,RemotePersistenceManager,createRequest,0.1862586322677595,0.8323312401771545,0.836779773235321,0.834549605846405,58,53
CLAUDE,siena,2383,RemotePersistenceManager,createRequest,0.171437897178415,0.8242545127868652,0.8593149185180664,0.8414196372032166,49,24
CLAUDE,siena,2384,RemotePersistenceManager,simpleRequest,0.21531084273493137,0.8415478467941284,0.8551785945892334,0.8483084440231323,35,42
CLAUDE,siena,2391,RemotePersistenceManager,createRequest,0.171437897178415,0.8242545127868652,0.8593149185180664,0.8414196372032166,49,24
GPT,jajuk,106,JSplash,setProgress,0.20674802286340505,0.8398894667625427,0.845657467842102,0.8427636027336121,39,54
GPT,jajuk,699,Device,getUrl,0.20145393182010338,0.8723408579826355,0.841109573841095,0.8564406037330627,31,55
GPT,jajuk,700,Device,isMounted,0.31978519295754443,0.8956869840621948,0.8661787509918213,0.8806857466697693,27,53
GPT,jajuk,725,Device,unmount,0.2736507415363763,0.8551350235939026,0.8478908538818359,0.8514975905418396,41,55
GPT,jajuk,820,Directory,getDevice,0.29153828921075,0.8717450499534607,0.8327094912528992,0.8517802357673645,31,55
GPT,jajuk,821,Directory,getParentDirectory,0.3519878541099859,0.876610279083252,0.8160815238952637,0.845263659954071,34,59
GPT,jajuk,840,Directory,getRelativePath,0.21604914214185325,0.8534032702445984,0.8156452775001526,0.8340972065925598,45,56
GPT,jajuk,913,ItemManager,clear,0.20412468154666819,0.8618296384811401,0.8307619094848633,0.8460106253623962,30,56
GPT,jajuk,961,AlbumManager,registerAlbum,0.3756876137399439,0.8479228615760803,0.8259141445159912,0.8367738127708435,50,60
GPT,jajuk,1019,Playlist,getFiles,0.2364284137760434,0.8252140283584595,0.8147786259651184,0.8199630975723267,48,54
GPT,jajuk,1062,Track,getAlbum,0.24185773890050274,0.8677487969398499,0.8170569539070129,0.8416402339935303,25,58
GPT,jajuk,1210,File,getDirectory,0.20508003797800234,0.8621565699577332,0.8011769652366638,0.8305490016937256,20,59
GPT,jajuk,1214,File,getTrack,0.2601725880710392,0.8888784646987915,0.8600065112113953,0.874204158782959,25,53
GPT,jajuk,1215,File,getAbsolutePath,0.29849091809685624,0.8725099563598633,0.8081499338150024,0.8390976190567017,35,71
GPT,jajuk,1366,TypeManager,clear,0.23560778017408057,0.8844207525253296,0.8560832738876343,0.8700213432312012,33,59
GPT,jajuk,2117,StackItem,getFile,0.2924095267714976,0.870071530342102,0.8292413353919983,0.8491658568382263,30,56
GPT,jajuk,2224,QueueList,add,0.23728078380617926,0.8545321822166443,0.8346560597419739,0.8444771766662598,29,51
GPT,jajuk,2238,QueueList,remove,0.27538700885879197,0.8633572459220886,0.8441773056983948,0.8536595702171326,32,52
GPT,jajuk,2654,JajukAction,perform,0.37088110618845577,0.8988630771636963,0.8765431046485901,0.8875628113746643,31,46
GPT,jajuk,3854,CoverView,initUI,0.15845960100579856,0.8435221910476685,0.8278922438621521,0.835634171962738,35,54
GPT,jajuk,4079,ViewAdapter,stopAllBusyLabels,0.23199107526120671,0.8702862858772278,0.8636812567710876,0.8669711947441101,24,45
GPT,jajuk,8090,JajukTestCase,findJavaExecutable,0.3393184758857584,0.8734793663024902,0.8141100406646729,0.8427504301071167,39,61
GPT,jajuk,8091,JajukTestCase,setUp,0.20454018947957672,0.8580462336540222,0.8480498790740967,0.8530187606811523,43,62
GPT,jajuk,9078,TestQueueModel,addItems,0.29062391108383684,0.8772399425506592,0.8547123074531555,0.865829586982727,33,58
GPT,jajuk,9570,TestLog,verifySpool,0.24890117815830676,0.8466216921806335,0.8400412797927856,0.8433187007904053,42,57
GPT,jedit,1618,Buffer,getFlag,0.20604783287994755,0.872711181640625,0.8504153490066528,0.8614190220832825,29,53
GPT,jedit,2124,PropertyManager,getProperty,0.19795717457729423,0.851233720779419,0.8612594604492188,0.8562172055244446,42,24
GPT,jedit,2125,PropertyManager,setProperty,0.14857211342669052,0.8396011590957642,0.8514834642410278,0.8455005884170532,42,20
GPT,jedit,2129,PropertyManager,getDefaultProperty,0.32563296475179515,0.8563244938850403,0.8396568298339844,0.8479087948799133,43,54
GPT,jedit,2411,View,getInputHandler,0.2669164363186289,0.891491711139679,0.8649178743362427,0.8780037760734558,26,44
GPT,jedit,3588,NameSpace,getNode,0.28530846423710493,0.8606227040290833,0.8402222990989685,0.850300133228302,35,58
GPT,jedit,3615,NameSpace,getMethod,0.27362753424986436,0.8447830080986023,0.8393375873565674,0.8420514464378357,44,52
GPT,jedit,3616,NameSpace,getMethod,0.2558686128810948,0.8424493670463562,0.8768558502197266,0.8593083024024963,45,24
GPT,jedit,3904,ParserTokenManager,jjFillToken,0.2575533062644122,0.8662234544754028,0.8532881140708923,0.8597071766853333,35,47
GPT,jedit,3905,ParserTokenManager,getNextToken,0.32813573264134505,0.8656284809112549,0.873747706413269,0.8696691393852234,41,52
GPT,jedit,4346,SimpleNode,getSourceFile,0.2708478596821418,0.8518710136413574,0.8643102049827576,0.8580454587936401,40,40
GPT,jedit,4441,JThis,event,0.32190196187621617,0.8493093252182007,0.8591048121452332,0.8541790246963501,42,56
GPT,jedit,4557,BshMethod,invoke,0.26968478945371005,0.8435581922531128,0.8320414423942566,0.8377602696418762,45,52
GPT,jedit,4558,BshMethod,invoke,0.15083555980503202,0.8461796641349792,0.8719573020935059,0.8588750958442688,38,24
GPT,jedit,4559,BshMethod,invoke,0.26591371271799263,0.8441961407661438,0.8682620525360107,0.8560600280761719,46,24
GPT,jedit,4577,JavaCharStream,BeginToken,0.2125096647349441,0.8849157691001892,0.865725576877594,0.875215470790863,33,47
GPT,jedit,4580,JavaCharStream,readChar,0.17615184665018999,0.841546356678009,0.8456820249557495,0.843609094619751,40,51
GPT,jedit,4583,JavaCharStream,getEndColumn,0.19665097751210744,0.8660824298858643,0.8272779583930969,0.8462356328964233,28,53
GPT,jedit,4584,JavaCharStream,getEndLine,0.211321422499807,0.867100715637207,0.8350522518157959,0.8507748246192932,28,53
GPT,jedit,4587,JavaCharStream,backup,0.13685671364763116,0.8426812291145325,0.8139994144439697,0.828092098236084,43,64
GPT,jedit,4600,JavaCharStream,GetImage,0.2696034250414063,0.862479567527771,0.8264871835708618,0.8440998792648315,36,57
GPT,jedit,5274,Parser,getToken,0.3738190588730491,0.8730412125587463,0.8472514748573303,0.8599530458450317,39,55
GPT,jedit,5928,JEditBuffer,getLineCount,0.24439642930538366,0.8775650858879089,0.8211120963096619,0.8484005331993103,21,65
GPT,jedit,5930,JEditBuffer,getLineStartOffset,0.39900307820683306,0.8742589354515076,0.8424223065376282,0.8580454587936401,33,57
GPT,jedit,6272,LineManager,getLineCount,0.2456387421451932,0.8632919788360596,0.8195180892944336,0.8408357501029968,24,65
GPT,jhotdraw,371,FloatingTextArea,createOverlay,0.2418125209674897,0.8523942232131958,0.8519514203071594,0.8521727919578552,39,41
GPT,jhotdraw,386,CTXCommandMenu,addMenuItem,0.2235912172087241,0.8510074615478516,0.8308506608009338,0.8408082723617554,38,61
GPT,jhotdraw,653,MDIDesktopPane,setAllSize,0.19671742430354228,0.845305860042572,0.8335860967636108,0.8394051194190979,40,55
GPT,jhotdraw,655,MDIDesktopPane,checkDesktopSize,0.18217501481963766,0.8624518513679504,0.8449971079826355,0.8536352515220642,37,57
GPT,jhotdraw,765,PolygonFigure,getInternalPolygon,0.22716398875371535,0.8699887990951538,0.835989236831665,0.8526502251625061,27,53
GPT,jhotdraw,766,PolygonFigure,center,0.31974392577011235,0.8672157526016235,0.8605602383613586,0.863875150680542,32,40
GPT,jhotdraw,1287,ZoomDrawingView,getScale,0.19224884645403886,0.8525199890136719,0.7876948118209839,0.81882643699646,29,59
GPT,jhotdraw,1514,TextFigure,getText,0.2109144635155369,0.8715084195137024,0.8464758992195129,0.8588098287582397,33,54
GPT,jhotdraw,1754,AttributeFigure,getAttribute,0.20004891948802628,0.8327280282974243,0.8358801603317261,0.8343011140823364,45,52
GPT,jhotdraw,1980,DrawingView,drawing,0.41972357562939,0.8948678970336914,0.8767833113670349,0.8857333064079285,35,52
GPT,jhotdraw,1993,DrawingView,selectionCount,0.1757854781341158,0.8748201131820679,0.8280355930328369,0.8507851362228394,29,55
GPT,jhotdraw,2062,Figure,displayBox,0.17463101902368403,0.8596723079681396,0.8623307943344116,0.8609995245933533,39,56
