system,project,method_id,class,name,cosine_similarity,bert_precision,bert_recall,bert_f1,words,reference_words
GPT,jhotdraw,2129,FigureEnumeration,nextFigure,0.2705296036483714,0.8770185708999634,0.8481730818748474,0.8623546957969666,23,51
GPT,jhotdraw,2130,FigureEnumeration,hasNextFigure,0.2531944404042043,0.8927533030509949,0.8597678542137146,0.8759501576423645,25,53
GPT,jhotdraw,2389,PertFigure,hasCycle,0.1537696987474276,0.8499768972396851,0.8304941654205322,0.8401225805282593,30,54
GPT,jhotdraw,3150,DecoratorFigure,getDecoratedFigure,0.1842074525467557,0.8726000785827637,0.8328448534011841,0.85225909948349,27,54
GPT,jhotdraw,3524,AbstractFigure,displayBox,0.2884478599233865,0.8484916687011719,0.8410893678665161,0.8447743058204651,38,56
GPT,jhotdraw,5840,Bounds,intersectsPoint,0.16306202224493146,0.8437284231185913,0.8161141872406006,0.8296915888786316,34,53
GPT,jhotdraw,5863,CollectionsFactory,createList,0.21326542564356812,0.8727071285247803,0.8543397188186646,0.8634257316589355,31,52
GPT,jhotdraw,5939,StorableOutput,writeInt,0.15913331598251687,0.8640512824058533,0.8588270545005798,0.8614312410354614,32,56
GPT,jhotdraw,5952,StorableOutput,space,0.09995560126732315,0.8645843267440796,0.8332651257514954,0.8486358523368835,23,57
GPT,jhotdraw,6028,FloatingTextField,createOverlay,0.21891850450021136,0.8434593081474304,0.8481761813163757,0.845811128616333,43,41
GPT,jhotdraw,6088,StorableInput,readStorable,0.322264585820067,0.8449212312698364,0.8317446112632751,0.8382811546325684,39,55
GPT,jhotdraw,6090,StorableInput,readInt,0.3711093680500831,0.870620846748352,0.8662213683128357,0.8684155941009521,42,54
GPT,jhotdraw,6232,Command,name,0.19360049702943888,0.878063440322876,0.8352254629135132,0.8561088442802429,21,53
GPT,jtopas,452,TokenizerProperty,getType,0.24358222162691856,0.8868208527565002,0.8441179990768433,0.8649426698684692,25,55
GPT,jtopas,453,TokenizerProperty,setFlags,0.1637667163775035,0.8458924889564514,0.8567629456520081,0.8512930274009705,35,41
GPT,jtopas,454,TokenizerProperty,setFlags,0.10161865551562065,0.8430582880973816,0.852034866809845,0.8475227952003479,42,20
GPT,jtopas,456,TokenizerProperty,getFlagMask,0.2414648540911259,0.8739088177680969,0.837151288986206,0.8551352620124817,29,54
GPT,jtopas,460,TokenizerProperty,getImages,0.24269366811512313,0.8707055449485779,0.8278604745864868,0.848742663860321,29,57
GPT,jtopas,462,TokenizerProperty,getCompanion,0.22384544066465437,0.8666671514511108,0.8196414709091187,0.8424986600875854,26,63
GPT,jtopas,733,AbstractTokenizer,getTokenizerProperties,0.1487812006051039,0.8652853965759277,0.8231899738311768,0.8437129855155945,27,61
GPT,jtopas,772,AbstractTokenizer,getBaseTokenizer,0.24419014670181433,0.8795431852340698,0.8329777121543884,0.8556273579597473,29,55
GPT,jtopas,773,AbstractTokenizer,getBaseDataProvider,0.1797718086379415,0.8589328527450562,0.8180152177810669,0.8379748463630676,37,54
GPT,jtopas,774,AbstractTokenizer,readMoreDataFromBase,0.2559496558197702,0.8400192260742188,0.8165066838264465,0.8280961513519287,47,61
GPT,jtopas,789,AbstractTokenizer,isFlagSet,0.13777693807331576,0.8377458453178406,0.8102547526359558,0.8237709999084473,33,61
GPT,jtopas,790,AbstractTokenizer,isFlagSet,0.1328969918112332,0.8402734994888306,0.8457573652267456,0.8430064916610718,37,25
GPT,jtopas,831,AbstractTokenizerProperties,doGetProperty,0.3179584941200915,0.8681504130363464,0.851844072341919,0.8599199056625366,39,56
GPT,jtopas,851,AbstractTokenizerProperties,getString,0.19040158492099477,0.8672986030578613,0.8309004306793213,0.8487094640731812,30,56
GPT,jtopas,867,AbstractTokenizerProperties,getBlockComment,0.26798424897925155,0.8805323839187622,0.8454704284667969,0.8626452684402466,28,57
GPT,jtopas,875,AbstractTokenizerProperties,getSpecialSequence,0.2974009858144993,0.8713388442993164,0.8432042002677917,0.8570407032966614,35,58
GPT,jtopas,883,AbstractTokenizerProperties,getKeyword,0.21339065218252654,0.8659743666648865,0.8318687677383423,0.8485790491104126,37,57
GPT,jtopas,891,AbstractTokenizerProperties,getPattern,0.22440391808832566,0.870431661605835,0.8299816250801086,0.8497255444526672,31,58
GPT,jtopas,893,AbstractTokenizerProperties,removeProperty,0.17256809598565914,0.857406497001648,0.8243362307548523,0.8405462503433228,27,59
GPT,jtopas,902,AbstractTokenizerProperties,checkArgument,0.21560212940785078,0.8325057625770569,0.8347217440605164,0.8336122632026672,38,57
GPT,jtopas,1044,SequenceStore,startsWithSequenceCommentOrString,0.2215338247372883,0.8511437177658081,0.8203833103179932,0.8354805111885071,42,61
GPT,jtopas,1058,SequenceStore,searchString,0.4432322327468199,0.876911461353302,0.8558114171028137,0.8662329316139221,35,55
GPT,jtopas,1062,SequenceStore,compare,0.1426679202996797,0.8357447385787964,0.8357943296432495,0.835769534111023,44,53
GPT,jtopas,1064,SequenceStore,compare,0.13614294202047103,0.8503924012184143,0.8574925065040588,0.853927731513977,36,24
GPT,jtopas,1160,DataProvider,getCharAt,0.19728951507208395,0.8754146695137024,0.8501615524291992,0.8626033663749695,31,58
GPT,nanoXML,56,IXMLElement,getName,0.3307771643083903,0.8990731835365295,0.8540566563606262,0.8759869933128357,24,57
GPT,nanoXML,93,IXMLElement,getContent,0.29467614463490754,0.8914046287536621,0.8511402010917664,0.8708072304725647,24,57
GPT,nanoXML,94,IXMLElement,setContent,0.16641015735085976,0.8625826239585876,0.822867751121521,0.8422573208808899,23,58
GPT,nanoXML,160,StdXMLReader,startNewStream,0.19731636372486294,0.834518551826477,0.856170654296875,0.8452059626579285,48,44
GPT,nanoXML,213,XMLAttribute,getFullName,0.27149957325652085,0.8879963159561157,0.8595979809761047,0.8735663890838623,25,39
GPT,nanoXML,214,XMLAttribute,getName,0.21393467400482719,0.8860020637512207,0.8392176628112793,0.8619754910469055,20,52
GPT,nanoXML,215,XMLAttribute,getNamespace,0.23218187883138605,0.8690388202667236,0.8323248624801636,0.8502857089042664,26,53
GPT,nanoXML,216,XMLAttribute,getValue,0.21071531924239326,0.8725179433822632,0.8269020318984985,0.8490977883338928,24,56
GPT,nanoXML,218,XMLAttribute,getType,0.18218871782936616,0.8749642968177795,0.8286532163619995,0.851179301738739,23,57
GPT,nanoXML,224,IXMLValidator,setParameterEntityResolver,0.22713339468119184,0.8419048190116882,0.8295191526412964,0.8356661200523376,32,47
GPT,nanoXML,225,IXMLValidator,getParameterEntityResolver,0.2725055638441511,0.8614950776100159,0.8350083231925964,0.8480449914932251,26,52
GPT,nanoXML,226,IXMLValidator,parseDTD,0.26975301934776336,0.8532451391220093,0.8314883708953857,0.8422262668609619,45,55
GPT,nanoXML,227,IXMLValidator,elementStarted,0.3702084743941568,0.9098588228225708,0.8898964524269104,0.8997669219970703,33,56
GPT,nanoXML,228,IXMLValidator,elementEnded,0.24500375592824714,0.8557343482971191,0.8306496739387512,0.8430054187774658,37,56
GPT,nanoXML,229,IXMLValidator,attributeAdded,0.2864563584609662,0.8581214547157288,0.8341732621192932,0.8459779024124146,41,56
GPT,nanoXML,230,IXMLValidator,elementAttributesProcessed,0.24219004271571298,0.8598107099533081,0.83062344789505,0.8449650406837463,40,58
GPT,nanoXML,231,IXMLValidator,PCDataAdded,0.2832819486417747,0.8639323711395264,0.8417200446128845,0.8526815176010132,33,55
GPT,nanoXML,263,XMLElement,findAttribute,0.25320816811217933,0.8433509469032288,0.8655222058296204,0.8542927503585815,41,38
GPT,nanoXML,264,XMLElement,findAttribute,0.19579266239301327,0.840691089630127,0.8669472932815552,0.8536173701286316,41,24
GPT,nanoXML,288,XMLElement,equalsXMLElement,0.23195256419735322,0.845737874507904,0.8256865739822388,0.8355920314788818,37,51
GPT,nanoXML,402,XMLException,finalize,0.2881598770821158,0.8584244251251221,0.8542970418930054,0.8563557267189026,33,46
GPT,nanoXML,414,IXMLReader,read,0.26383116904038495,0.8998562693595886,0.8385385870933533,0.868116021156311,22,55
GPT,nanoXML,417,IXMLReader,unread,0.12453505021942804,0.849134087562561,0.8375320434570312,0.8432931303977966,38,55
GPT,nanoXML,418,IXMLReader,getLineNr,0.1542868392370084,0.8655833601951599,0.8094772100448608,0.8365907073020935,32,67
GPT,nanoXML,425,IXMLReader,getSystemID,0.18036790182771095,0.8904314041137695,0.8451448082923889,0.8671972751617432,31,54
GPT,siena,54,Json,wrap,0.1956825173456288,0.8875236511230469,0.8707577586174011,0.8790607452392578,32,51
GPT,siena,59,Json,get,0.30383025107716577,0.8836596012115479,0.8673226833343506,0.8754149675369263,34,47
GPT,siena,60,Json,put,0.2444271085845805,0.8579074740409851,0.8378987312316895,0.8477850556373596,39,49
GPT,siena,65,Json,keys,0.21516640381374347,0.8704922795295715,0.834326982498169,0.8520260453224182,30,53
GPT,siena,66,Json,containsKey,0.33636827197123076,0.8965891599655151,0.8548600077629089,0.8752275109291077,27,54
GPT,siena,76,Json,size,0.23922155724848565,0.8531387448310852,0.8546620607376099,0.8538996577262878,41,50
GPT,siena,87,Json,asString,0.2224799170837673,0.8760736584663391,0.8527116775512695,0.8642348647117615,31,48
GPT,siena,90,Json,asBoolean,0.16530062513502602,0.8781317472457886,0.8551256656646729,0.8664760589599609,34,48
GPT,siena,128,PersistenceManager,createQuery,0.1820467066040955,0.8655996322631836,0.8611149191856384,0.8633514046669006,31,24
GPT,siena,129,PersistenceManager,createQuery,0.18046014042547165,0.8717378973960876,0.8534895777702332,0.862517237663269,29,28
GPT,siena,133,PersistenceManager,get,0.13486319588429796,0.8561540246009827,0.8297298550605774,0.8427348732948303,34,43
GPT,siena,134,PersistenceManager,insert,0.3010350665792452,0.9118396043777466,0.8814793825149536,0.8964024782180786,23,43
GPT,siena,275,Query,filter,0.22281923457310202,0.8659443259239197,0.823364794254303,0.8441179394721985,31,49
GPT,siena,276,Query,order,0.3207660819467805,0.8690703511238098,0.8279354572296143,0.8480044007301331,34,50
GPT,siena,287,Query,fetch,0.2042630168733065,0.8735766410827637,0.8407534956932068,0.856850802898407,35,47
GPT,siena,288,Query,fetch,0.12592454701492392,0.8553970456123352,0.8461004495620728,0.8507233262062073,31,24
GPT,siena,289,Query,fetch,0.10109982704911506,0.851387619972229,0.8493492603302002,0.8503672480583191,32,24
GPT,siena,334,PersistenceManagerFactory,get,0.19798283026827607,0.840620219707489,0.8633260726928711,0.8518218398094177,40,24
GPT,siena,555,Model,getPersistenceManager,0.26438971632070557,0.8930829763412476,0.8758978247642517,0.8844069838523865,30,52
GPT,siena,2365,Serializer,serialize,0.14661990618395399,0.8763641119003296,0.8361067771911621,0.855762243270874,30,55
GPT,siena,2366,Serializer,deserialize,0.21013653001802246,0.8847255110740662,0.838843047618866,0.8611735701560974,34,54
GPT,siena,2382,RemotePersistenceManager,createRequest,0.20385763066411133,0.8461354374885559,0.8409110903739929,0.843515157699585,39,53
GPT,siena,2383,RemotePersistenceManager,createRequest,0.1809499680649798,0.8356627821922302,0.8624768257141113,0.8488580584526062,45,24
GPT,siena,2384,RemotePersistenceManager,simpleRequest,0.16673826957964563,0.8414704203605652,0.8569477200508118,0.8491385579109192,53,42
GPT,siena,2391,RemotePersistenceManager,createRequest,0.1727781303982424,0.8470379114151001,0.8609029054641724,0.8539141416549683,36,24
MISTRAL,jajuk,106,JSplash,setProgress,0.17330445494915295,0.8262553215026855,0.8345885276794434,0.8304010629653931,20,54
MISTRAL,jajuk,699,Device,getUrl,0.247437402210156,0.8799219131469727,0.844497799873352,0.8618460297584534,28,55
MISTRAL,jajuk,700,Device,isMounted,0.3535790997343834,0.8651115894317627,0.8442397117614746,0.8545482754707336,44,53
MISTRAL,jajuk,725,Device,unmount,0.2805492752678931,0.8607238531112671,0.8388644456863403,0.8496536016464233,21,55
MISTRAL,jajuk,820,Directory,getDevice,0.39185888028668775,0.8893240094184875,0.8409886956214905,0.8644812703132629,20,55
MISTRAL,jajuk,821,Directory,getParentDirectory,0.3472651585719064,0.8858716487884521,0.8257532715797424,0.8547567129135132,31,59
MISTRAL,jajuk,840,Directory,getRelativePath,0.37172926008921026,0.864827573299408,0.8284627199172974,0.8462547063827515,52,56
MISTRAL,jajuk,913,ItemManager,clear,0.2655836093163521,0.8638708591461182,0.8539938926696777,0.8589040040969849,38,56
MISTRAL,jajuk,961,AlbumManager,registerAlbum,0.25397314154839334,0.8509860634803772,0.8221836686134338,0.8363369703292847,50,60
MISTRAL,jajuk,1019,Playlist,getFiles,0.1371300463276504,0.8298855423927307,0.8157153129577637,0.8227394223213196,34,54
MISTRAL,jajuk,1062,Track,getAlbum,0.3247342311849822,0.89080810546875,0.8288366198539734,0.8587056398391724,20,58
MISTRAL,jajuk,1210,File,getDirectory,0.19556882039017554,0.8633584976196289,0.8106685876846313,0.8361843228340149,23,59
MISTRAL,jajuk,1214,File,getTrack,0.2751234702987679,0.8666148781776428,0.8472933769226074,0.8568452596664429,36,53
MISTRAL,jajuk,1215,File,getAbsolutePath,0.3508515497368191,0.8785842657089233,0.8161363005638123,0.8462097644805908,36,71
MISTRAL,jajuk,1366,TypeManager,clear,0.3897132952278425,0.8720537424087524,0.8513848781585693,0.8615953922271729,47,59
MISTRAL,jajuk,2117,StackItem,getFile,0.28602504910919524,0.8646318316459656,0.8213187456130981,0.842418909072876,22,56
MISTRAL,jajuk,2224,QueueList,add,0.28014414999889087,0.8634406924247742,0.8438738584518433,0.8535451889038086,24,51
MISTRAL,jajuk,2238,QueueList,remove,0.3302813669496624,0.8865593671798706,0.8491672277450562,0.8674605488777161,23,52
MISTRAL,jajuk,2654,JajukAction,perform,0.2760770650765371,0.8790158033370972,0.8511900901794434,0.8648791909217834,33,46
MISTRAL,jajuk,3854,CoverView,initUI,0.22432208020325387,0.8578101396560669,0.8480647802352905,0.8529096245765686,35,54
MISTRAL,jajuk,4079,ViewAdapter,stopAllBusyLabels,0.3436271813801658,0.8633882403373718,0.8421599864959717,0.8526419997215271,32,45
MISTRAL,jajuk,8090,JajukTestCase,findJavaExecutable,0.35329827559844734,0.8757389783859253,0.8073343634605408,0.8401466012001038,44,61
MISTRAL,jajuk,8091,JajukTestCase,setUp,0.3640578555866061,0.8812669515609741,0.8641424179077148,0.872620701789856,42,62
MISTRAL,jajuk,9078,TestQueueModel,addItems,0.2749785792399628,0.8606674671173096,0.8547950983047485,0.8577212691307068,34,58
MISTRAL,jajuk,9570,TestLog,verifySpool,0.192461356214837,0.8486912846565247,0.8405383825302124,0.8445951342582703,37,57
MISTRAL,jedit,1618,Buffer,getFlag,0.37829339547848273,0.8673050999641418,0.8481975793838501,0.8576448559761047,38,53
MISTRAL,jedit,2124,PropertyManager,getProperty,0.17049374794815297,0.8534716963768005,0.8708370923995972,0.8620669841766357,42,24
MISTRAL,jedit,2125,PropertyManager,setProperty,0.17188712282356727,0.8399946689605713,0.8459351658821106,0.8429544568061829,45,20
MISTRAL,jedit,2129,PropertyManager,getDefaultProperty,0.32777295688269914,0.8541914224624634,0.8482169508934021,0.8511937260627747,43,54
MISTRAL,jedit,2411,View,getInputHandler,0.31501271707457246,0.8873284459114075,0.8927112221717834,0.890011727809906,38,44
MISTRAL,jedit,3588,NameSpace,getNode,0.3330319259514166,0.8527718782424927,0.8343222141265869,0.8434461355209351,30,58
MISTRAL,jedit,3615,NameSpace,getMethod,0.2016242675876247,0.8371340036392212,0.8206390142440796,0.8288044333457947,31,52
MISTRAL,jedit,3616,NameSpace,getMethod,0.14529881528177163,0.8344173431396484,0.8622194528579712,0.848090648651123,34,24
MISTRAL,jedit,3904,ParserTokenManager,jjFillToken,0.1433538185488176,0.8623400330543518,0.8370321393013,0.8494976758956909,21,47
MISTRAL,jedit,3905,ParserTokenManager,getNextToken,0.3803762465770511,0.8531129360198975,0.8328072428703308,0.8428377509117126,28,52
MISTRAL,jedit,4346,SimpleNode,getSourceFile,0.16630947030920856,0.8372912406921387,0.8501835465431213,0.8436881899833679,35,40
MISTRAL,jedit,4441,JThis,event,0.23767601756652995,0.8495855331420898,0.8368971943855286,0.8431936502456665,37,56
MISTRAL,jedit,4557,BshMethod,invoke,0.1498232603296602,0.8551290035247803,0.8315534591674805,0.8431764841079712,34,52
MISTRAL,jedit,4558,BshMethod,invoke,0.13984026135129435,0.8520782589912415,0.8626442551612854,0.8573287129402161,23,24
MISTRAL,jedit,4559,BshMethod,invoke,0.1169814286568837,0.8499433398246765,0.8661794662475586,0.8579846024513245,30,24
MISTRAL,jedit,4577,JavaCharStream,BeginToken,0.2511854484788817,0.8732082843780518,0.8280700445175171,0.8500403165817261,20,47
MISTRAL,jedit,4580,JavaCharStream,readChar,0.27484167407410465,0.8585183024406433,0.8591907620429993,0.8588544130325317,37,51
MISTRAL,jedit,4583,JavaCharStream,getEndColumn,0.27395291323379134,0.8839309215545654,0.838185727596283,0.8604507446289062,23,53
MISTRAL,jedit,4584,JavaCharStream,getEndLine,0.26196877447604816,0.8818886280059814,0.8532162308692932,0.8673155903816223,32,53
MISTRAL,jedit,4587,JavaCharStream,backup,0.2379175078854864,0.8571503162384033,0.8164677619934082,0.8363145589828491,36,64
MISTRAL,jedit,4600,JavaCharStream,GetImage,0.30610976269860307,0.8623155951499939,0.8394619226455688,0.8507353663444519,40,57
MISTRAL,jedit,5274,Parser,getToken,0.27077054116456784,0.8566763997077942,0.8287164568901062,0.8424644470214844,35,55
MISTRAL,jedit,5928,JEditBuffer,getLineCount,0.20934767789829511,0.8796480298042297,0.8230862617492676,0.8504277467727661,26,65
MISTRAL,jedit,5930,JEditBuffer,getLineStartOffset,0.3312426445070632,0.8726854920387268,0.8501457571983337,0.861268162727356,32,57
MISTRAL,jedit,6272,LineManager,getLineCount,0.27936429546574043,0.8660129308700562,0.8124167323112488,0.8383591175079346,20,65
MISTRAL,jhotdraw,371,FloatingTextArea,createOverlay,0.16888958802478882,0.8606342673301697,0.8521201014518738,0.8563560247421265,26,41
MISTRAL,jhotdraw,386,CTXCommandMenu,addMenuItem,0.2638300499860969,0.8704475164413452,0.8301087617874146,0.8497997522354126,27,61
MISTRAL,jhotdraw,653,MDIDesktopPane,setAllSize,0.31645488282898687,0.8460522294044495,0.8396082520484924,0.8428179025650024,27,55
MISTRAL,jhotdraw,655,MDIDesktopPane,checkDesktopSize,0.2112966705902868,0.8749507069587708,0.8493329882621765,0.8619515299797058,27,57
MISTRAL,jhotdraw,765,PolygonFigure,getInternalPolygon,0.3751704124282316,0.8683740496635437,0.8440643548965454,0.8560466766357422,39,53
MISTRAL,jhotdraw,766,PolygonFigure,center,0.19843660133655,0.850854218006134,0.8471060991287231,0.8489760160446167,23,40
MISTRAL,jhotdraw,1287,ZoomDrawingView,getScale,0.21597955950866907,0.861034631729126,0.7884784936904907,0.8231608271598816,22,59
MISTRAL,jhotdraw,1514,TextFigure,getText,0.4182882460190031,0.8990603089332581,0.8805685043334961,0.8897184133529663,39,54
MISTRAL,jhotdraw,1754,AttributeFigure,getAttribute,0.2564541905284502,0.8460783362388611,0.842981219291687,0.844527006149292,43,52
MISTRAL,jhotdraw,1980,DrawingView,drawing,0.4045379385892699,0.8833827972412109,0.8585793375968933,0.8708044290542603,35,52
MISTRAL,jhotdraw,1993,DrawingView,selectionCount,0.2832203093640179,0.8806226849555969,0.8483579158782959,0.8641893267631531,40,55
MISTRAL,jhotdraw,2062,Figure,displayBox,0.12767886656070634,0.8452000617980957,0.8233473300933838,0.834130585193634,17,56
MISTRAL,jhotdraw,2129,FigureEnumeration,nextFigure,0.3375125301904014,0.886089563369751,0.8585044741630554,0.8720788955688477,33,51
MISTRAL,jhotdraw,2130,FigureEnumeration,hasNextFigure,0.14645226448527765,0.8714447021484375,0.8441780209541321,0.8575947284698486,31,53
MISTRAL,jhotdraw,2389,PertFigure,hasCycle,0.09893988552868037,0.8504530787467957,0.8205358982086182,0.8352266550064087,25,54
MISTRAL,jhotdraw,3150,DecoratorFigure,getDecoratedFigure,0.32219458599071116,0.8791981935501099,0.8372759222984314,0.8577251434326172,24,54
MISTRAL,jhotdraw,3524,AbstractFigure,displayBox,0.20859627942757358,0.8418192863464355,0.8323488235473633,0.8370572924613953,26,56
MISTRAL,jhotdraw,5840,Bounds,intersectsPoint,0.2016552257635753,0.8540477752685547,0.8223156929016113,0.8378814458847046,29,53
MISTRAL,jhotdraw,5863,CollectionsFactory,createList,0.2051342623001482,0.8628330230712891,0.8432970643043518,0.8529531955718994,26,52
MISTRAL,jhotdraw,5939,StorableOutput,writeInt,0.22235874353936996,0.843065083026886,0.8441826701164246,0.8436234593391418,40,56
MISTRAL,jhotdraw,5952,StorableOutput,space,0.22172189406428805,0.8640594482421875,0.8355635404586792,0.8495725989341736,21,57
MISTRAL,jhotdraw,6028,FloatingTextField,createOverlay,0.16888958802478882,0.8590946793556213,0.85170578956604,0.8553842902183533,26,41
MISTRAL,jhotdraw,6088,StorableInput,readStorable,0.18977518063502347,0.8420812487602234,0.8193844556808472,0.8305779099464417,27,55
MISTRAL,jhotdraw,6090,StorableInput,readInt,0.14866923152767775,0.8514599800109863,0.8230290412902832,0.8370031118392944,34,54
MISTRAL,jhotdraw,6232,Command,name,0.276043045852738,0.890932023525238,0.8394805192947388,0.8644413948059082,19,53
MISTRAL,jtopas,452,TokenizerProperty,getType,0.1437920459563831,0.8573116064071655,0.8342809677124023,0.8456395268440247,27,55
MISTRAL,jtopas,453,TokenizerProperty,setFlags,0.19147255143100014,0.8514090180397034,0.8507684469223022,0.8510885834693909,21,41
MISTRAL,jtopas,454,TokenizerProperty,setFlags,0.1292080631448175,0.8472408652305603,0.8515227437019348,0.849376380443573,32,20
MISTRAL,jtopas,456,TokenizerProperty,getFlagMask,0.294620539831407,0.8640978336334229,0.8390804529190063,0.8514053821563721,26,54
MISTRAL,jtopas,460,TokenizerProperty,getImages,0.13732306107125872,0.8637925386428833,0.810956597328186,0.8365411758422852,23,57
MISTRAL,jtopas,462,TokenizerProperty,getCompanion,0.2195900850542546,0.8738507628440857,0.8238639235496521,0.8481214046478271,23,63
MISTRAL,jtopas,733,AbstractTokenizer,getTokenizerProperties,0.13384487655629435,0.8731882572174072,0.8133260011672974,0.8421947360038757,15,61
MISTRAL,jtopas,772,AbstractTokenizer,getBaseTokenizer,0.2778365350614142,0.8922020196914673,0.8354339599609375,0.8628853559494019,20,55
MISTRAL,jtopas,773,AbstractTokenizer,getBaseDataProvider,0.22588216411793635,0.8624391555786133,0.8129047155380249,0.8369396328926086,26,54
MISTRAL,jtopas,774,AbstractTokenizer,readMoreDataFromBase,0.20317990472094988,0.8352133631706238,0.8016193509101868,0.8180716037750244,32,61
MISTRAL,jtopas,789,AbstractTokenizer,isFlagSet,0.2781380764863873,0.8476158380508423,0.8133021593093872,0.8301045298576355,27,61
MISTRAL,jtopas,790,AbstractTokenizer,isFlagSet,0.28495083894135,0.8517119288444519,0.8719618916511536,0.861717939376831,45,25
MISTRAL,jtopas,831,AbstractTokenizerProperties,doGetProperty,0.29866910772673955,0.8693429231643677,0.8496371507644653,0.8593770861625671,40,56
MISTRAL,jtopas,851,AbstractTokenizerProperties,getString,0.1949616333290085,0.8677523136138916,0.8328819870948792,0.849959671497345,25,56
MISTRAL,jtopas,867,AbstractTokenizerProperties,getBlockComment,0.3062569606884055,0.8829872012138367,0.8487427830696106,0.8655263781547546,26,57
MISTRAL,jtopas,875,AbstractTokenizerProperties,getSpecialSequence,0.3176101925749136,0.8786033391952515,0.84423828125,0.8610780835151672,31,58
MISTRAL,jtopas,883,AbstractTokenizerProperties,getKeyword,0.3140271771405469,0.8868860602378845,0.8364670276641846,0.8609390258789062,22,57
MISTRAL,jtopas,891,AbstractTokenizerProperties,getPattern,0.33039084048041933,0.8759137988090515,0.8416672945022583,0.8584491610527039,31,58
MISTRAL,jtopas,893,AbstractTokenizerProperties,removeProperty,0.26974831419753587,0.8529872298240662,0.8294044137001038,0.8410305380821228,29,59
MISTRAL,jtopas,902,AbstractTokenizerProperties,checkArgument,0.24245711545283377,0.844406247138977,0.8363860845565796,0.8403770327568054,42,57
MISTRAL,jtopas,1044,SequenceStore,startsWithSequenceCommentOrString,0.2657879429522643,0.858311116695404,0.8275880217552185,0.8426696062088013,43,61
MISTRAL,jtopas,1058,SequenceStore,searchString,0.20462579311962314,0.8675330877304077,0.8275578022003174,0.8470740914344788,26,55
MISTRAL,jtopas,1062,SequenceStore,compare,0.2282464762946365,0.8423017263412476,0.8396735191345215,0.8409855961799622,41,53
MISTRAL,jtopas,1064,SequenceStore,compare,0.1623165186391566,0.8381006717681885,0.875018835067749,0.8561619520187378,34,24
MISTRAL,jtopas,1160,DataProvider,getCharAt,0.17902619424126434,0.8500943183898926,0.820789635181427,0.8351850509643555,44,58
MISTRAL,nanoXML,56,IXMLElement,getName,0.3699291840132221,0.888407289981842,0.827621579170227,0.8569377660751343,20,57
MISTRAL,nanoXML,93,IXMLElement,getContent,0.3344422017555243,0.8680990934371948,0.8326857089996338,0.8500237464904785,30,57
MISTRAL,nanoXML,94,IXMLElement,setContent,0.26795639489639816,0.8798861503601074,0.8386645317077637,0.8587809205055237,27,58
MISTRAL,nanoXML,160,StdXMLReader,startNewStream,0.25862998210101934,0.8420624136924744,0.8629375696182251,0.8523722290992737,41,44
MISTRAL,nanoXML,213,XMLAttribute,getFullName,0.3407124008221802,0.8986231684684753,0.8884537220001221,0.8935094475746155,35,39
MISTRAL,nanoXML,214,XMLAttribute,getName,0.2256177367878446,0.8690389394760132,0.8207976818084717,0.8442297577857971,21,52
MISTRAL,nanoXML,215,XMLAttribute,getNamespace,0.23163968198582868,0.8835843801498413,0.8524680137634277,0.8677473068237305,33,53
MISTRAL,nanoXML,216,XMLAttribute,getValue,0.22656854292746237,0.8711161613464355,0.8372936844825745,0.853870153427124,36,56
MISTRAL,nanoXML,218,XMLAttribute,getType,0.24311046505285366,0.8761942982673645,0.8391427993774414,0.8572684526443481,35,57
MISTRAL,nanoXML,224,IXMLValidator,setParameterEntityResolver,0.25515497262159204,0.8443091511726379,0.829566478729248,0.8368728756904602,35,47
MISTRAL,nanoXML,225,IXMLValidator,getParameterEntityResolver,0.3738987820155472,0.876268208026886,0.8389805555343628,0.8572190403938293,23,52
MISTRAL,nanoXML,226,IXMLValidator,parseDTD,0.25505659955314053,0.8644565343856812,0.8410601019859314,0.8525978922843933,41,55
MISTRAL,nanoXML,227,IXMLValidator,elementStarted,0.2858709629651792,0.8757847547531128,0.837908148765564,0.8564278483390808,32,56
MISTRAL,nanoXML,228,IXMLValidator,elementEnded,0.3512853348938297,0.8609405159950256,0.8397341370582581,0.85020512342453,42,56
MISTRAL,nanoXML,229,IXMLValidator,attributeAdded,0.23791347101360208,0.8651522994041443,0.8387073874473572,0.8517245650291443,38,56
MISTRAL,nanoXML,230,IXMLValidator,elementAttributesProcessed,0.28326640557435284,0.867939829826355,0.8378228545188904,0.852615475654602,45,58
MISTRAL,nanoXML,231,IXMLValidator,PCDataAdded,0.2687814460994951,0.8707809448242188,0.8415199518203735,0.8559004664421082,32,55
MISTRAL,nanoXML,263,XMLElement,findAttribute,0.18194663836778266,0.8497976660728455,0.8585604429244995,0.8541565537452698,34,38
MISTRAL,nanoXML,264,XMLElement,findAttribute,0.13960374038611326,0.8334717750549316,0.8547883033752441,0.8439954519271851,36,24
MISTRAL,nanoXML,288,XMLElement,equalsXMLElement,0.14673822645135645,0.8464020490646362,0.8009973764419556,0.8230739831924438,27,51
MISTRAL,nanoXML,402,XMLException,finalize,0.40691597939817675,0.8812792897224426,0.8699473142623901,0.8755766153335571,38,46
MISTRAL,nanoXML,414,IXMLReader,read,0.14406245045760396,0.8800277709960938,0.8337639570236206,0.8562714457511902,24,55
MISTRAL,nanoXML,417,IXMLReader,unread,0.2628220157185557,0.8530176281929016,0.8458918333053589,0.849439799785614,38,55
