design_pattern,matched_pairs,classes,avg_cosine,cosine_std,avg_bert_precision,avg_bert_recall,avg_bert_f1,bert_f1_std
Abstract Factory,29,28,0.3409813064741173,0.09688445587451275,0.85251707,0.9068172,0.87877554,0.013025731
Factory Method,20,20,0.3193143781803254,0.13178736098323865,0.85275066,0.9038644,0.8774648,0.018511996
Facade,18,18,0.2965352928623356,0.1281663924408332,0.85959697,0.8925101,0.8756425,0.02029811
Singleton,12,12,0.2670575916752739,0.11904786272376697,0.8571561,0.8941457,0.8751635,0.022867477
Visitor,19,19,0.34156160138143704,0.0921152827569789,0.8505969,0.8943829,0.8718982,0.01591985
Decorator,14,14,0.3098412435926468,0.08442041713764785,0.8547594,0.8890483,0.871504,0.018642705
Adapter,14,14,0.3058278368202087,0.10457753027265625,0.8531869,0.8877951,0.8701111,0.018156739
Observer,14,14,0.29043962535050927,0.11819011507790426,0.8473846,0.88905954,0.86758244,0.018318122
Memento,10,10,0.2670210311395553,0.1379745387098008,0.85010463,0.8850787,0.86716115,0.017659463
